   0.000000,   0.600000,   0.000000,   0.000000,  -0.000000,  -0.140806,   0.335525
   0.010000,   0.566988,  -0.000000,   0.000000,  -0.000570,  -0.132765,   0.316997
   0.020000,   0.535465,  -0.000001,   0.000000,  -0.000696,  -0.122456,   0.307354
   0.030000,   0.505980,  -0.002365,   0.000611,  -0.003371,  -0.115581,   0.290221
   0.040000,   0.478107,  -0.002234,   0.000580,  -0.004598,  -0.109010,   0.274338
   0.050000,   0.451610,  -0.038718,   0.008960,  -0.019498,  -0.102828,   0.257331
   0.060000,   0.426708,  -0.036587,   0.008495,  -0.019906,  -0.096997,   0.243345
   0.070000,   0.403611,  -0.034572,   0.008061,  -0.019334,  -0.090740,   0.233968
   0.080000,   0.381345,   0.001902,   0.000967,  -0.007480,  -0.084766,   0.226176
   0.090000,   0.360255,  -0.042208,   0.008927,  -0.024637,  -0.081072,   0.208093
   0.100000,   0.340362,  -0.025076,   0.005916,  -0.019589,  -0.076214,   0.199054
   0.110000,   0.321520,  -0.044428,   0.008966,  -0.027350,  -0.072389,   0.185642
   0.120000,   0.303728,  -0.041979,   0.008496,  -0.027201,  -0.068362,   0.175782
   0.130000,   0.286909,  -0.039663,   0.008049,  -0.027098,  -0.064539,   0.166487
   0.140000,   0.271009,  -0.037474,   0.007624,  -0.026776,  -0.060949,   0.157641
   0.150000,   0.255978,  -0.035405,   0.007221,  -0.026387,  -0.057560,   0.149265
   0.160000,   0.241769,  -0.033449,   0.006837,  -0.025876,  -0.054365,   0.141301
   0.170000,   0.228337,  -0.031600,   0.006474,  -0.025267,  -0.051352,   0.133737
   0.180000,   0.215639,  -0.029852,   0.006128,  -0.024582,  -0.048508,   0.126548
   0.190000,   0.203635,  -0.028199,   0.005800,  -0.023824,  -0.045824,   0.119718
   0.200000,   0.192299,  -0.026637,   0.005489,  -0.023014,  -0.043298,   0.113232
   0.210000,   0.181631,  -0.025160,   0.005195,  -0.022159,  -0.040945,   0.107102
   0.220000,   0.171525,  -0.023764,   0.004915,  -0.021274,  -0.038708,   0.101265
   0.230000,   0.161957,  -0.022445,   0.004650,  -0.020368,  -0.036583,   0.095714
   0.240000,   0.152888,  -0.021197,   0.004398,  -0.019452,  -0.034557,   0.090430
   0.250000,   0.144314,  -0.020018,   0.004160,  -0.018536,  -0.032641,   0.085418
